case_id,is_timestomped_lf,timestomp_tool_executed_lf,is_timestomped_usn,timestomp_tool_executed_usn,is_timestomped,timestomp_tool_executed,missing_eventtime_flag,eventtime_dt,hour_of_day,day_of_week,day_of_month,month,year,is_weekend,is_off_hours,time_delta_seconds,events_per_file,events_per_minute,is_high_activity,creation_after_modification,accessed_before_creation,mac_all_identical,has_future_timestamp,creation_year_delta,modified_year_delta,nanosec_is_zero,path_depth,is_system_path,is_temp_path,is_user_path,filename_length,is_executable,path_entropy,filename_entropy,lf_event_encoded,usn_event_encoded,is_rare_lf_event,is_rare_usn_event,event_count_per_file,is_consecutive_same_event,usn_attr_Archive,usn_attr_Archive / Compressed,usn_attr_Archive / Compressed / Not_Content_Indexed,usn_attr_Archive / Directory,usn_attr_Archive / Directory / Hidden,usn_attr_Archive / Hidden,usn_attr_Archive / Hidden / Not_Content_Indexed,usn_attr_Archive / Hidden / Not_Content_Indexed / System,usn_attr_Archive / Hidden / System,usn_attr_Archive / Hidden / Temporary,usn_attr_Archive / Not_Content_Indexed,usn_attr_Archive / Not_Content_Indexed / Repasre_Point / Sparse,usn_attr_Archive / Not_Content_Indexed / Sparse,usn_attr_Archive / Not_Content_Indexed / System,usn_attr_Archive / Not_Content_Indexed / Temporary,usn_attr_Archive / Repasre_Point,usn_attr_Archive / Repasre_Point / Sparse,usn_attr_Archive / Sparse,usn_attr_Archive / System,usn_attr_Archive / Temporary,usn_attr_Compressed / Directory,usn_attr_Compressed / Directory / Not_Content_Indexed,usn_attr_Compressed / Not_Content_Indexed,usn_attr_Directory,usn_attr_Directory / Hidden / Not_Content_Indexed,usn_attr_Directory / Hidden / Not_Content_Indexed / Repasre_Point / System,usn_attr_Directory / Hidden / Not_Content_Indexed / System,usn_attr_Directory / Hidden / System,usn_attr_Directory / Not_Content_Indexed,usn_attr_Directory / ReadOnly,usn_attr_Hidden / System,usn_attr_Normal,usn_attr_Not_Content_Indexed,usn_attr_Not_Content_Indexed / System,usn_attr_Sparse,usn_attr_nan,merge_logfile_only,merge_matched,merge_usnjrnl_only,has_logfile_data,has_usnjrnl_data,has_both_artifacts,label_source_both,label_source_logfile,label_source_usnjrnl,label_source_nan
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:32,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,6.315789473684211,0,0,0,0,0,,,0,4,1,1,0,39,0,4.842959960128724,4.089781950065051,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:32,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,6.315789473684211,0,0,0,0,0,,,0,4,1,1,0,39,0,4.835761915820442,4.057855988582063,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:32,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,6.315789473684211,0,0,0,0,0,,,0,4,1,1,0,39,0,4.831296289924105,4.065304554106507,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:32,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,6.315789473684211,0,0,0,0,0,,,0,4,1,1,0,39,0,4.866495228810881,4.057855988582063,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:32,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,6.315789473684211,0,0,0,0,0,,,0,4,1,1,0,39,0,4.856642515050004,4.087221296985311,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:32,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,6.315789473684211,0,0,0,0,0,,,0,4,1,1,0,39,0,4.8660354048552055,4.0359392457032595,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:32,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,6.315789473684211,0,0,0,0,0,,,0,4,1,1,0,39,0,4.852352849933926,4.0359392457032595,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,6.666666666666667,0,0,0,0,0,,,0,4,1,1,0,39,0,4.8454386688010604,4.119147258468299,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,6.666666666666667,0,0,0,0,0,,,0,4,1,1,0,39,0,4.843881422096926,4.106577386784374,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,6.666666666666667,0,0,0,0,0,,,0,4,1,1,0,39,0,4.847887224037588,4.1259334765834375,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,6.666666666666667,0,0,0,0,0,,,0,4,1,1,0,39,0,4.853734135857802,4.1385033482673625,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,6.0,0,0,0,0,0,,,0,4,1,1,0,39,0,4.831502404140173,4.054222412939081,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,0,0,,,0,4,1,1,0,39,0,4.8512855806212745,4.1055044642211325,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,0,0,,,0,4,1,1,0,39,0,4.875888118616082,4.128494129663178,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,0,0,,,0,4,1,1,0,39,0,4.829277405207443,4.0359392457032595,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,1,0,0.0,0.0,0,4,1,1,0,39,0,4.803469542069017,3.935935796218897,4,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,0,0,,,0,4,1,1,0,39,0,4.835124317027657,4.077212078381127,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,0,0,,,0,4,1,1,0,39,0,4.857739937798464,4.1772155278654886,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,0,0,,,0,4,1,1,0,39,0,4.829277405207443,4.0359392457032595,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,0,0,,,0,4,1,1,0,39,0,4.840051580936522,4.074651425301386,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,0,0,,,0,4,1,1,0,39,0,4.847887224037588,4.135942695187621,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,0,0,,,0,4,1,1,0,39,0,4.835124317027657,4.077212078381127,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,0,0,,,0,4,1,1,0,39,0,4.834664493071982,4.0359392457032595,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,0,0,,,0,4,1,1,0,39,0,4.821012091586511,4.00294036165703,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,0,0,,,0,4,1,1,0,39,0,4.831118515086994,4.057855988582063,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
6,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-31 00:36:33,0.0,6.0,31.0,12.0,2023.0,1,1,0.0,2,12.0,1,0,0,0,0,,,0,4,1,1,0,39,0,4.834664493071982,4.014022502824456,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
7,1.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:35:54,22.0,1.0,26.0,12.0,2023.0,0,1,320.0,2,0.375,0,0,0,0,0,,,0,3,1,0,0,32,1,4.504574504151559,4.093139062229566,10,58,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,True,False,False,False
8,1.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:51:39,22.0,1.0,26.0,12.0,2023.0,0,1,339.0,2,0.3539823008849557,0,0,0,0,0,,,0,3,1,0,0,32,1,4.458659712448834,4.030639062229566,10,58,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,True,False,False,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,120.0,1,0,0,0,0,,,0,4,1,1,0,40,0,4.797647082127536,4.172573883611435,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.801609342742757,4.241446071165522,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.776081999855836,4.193942707918269,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.784113250629313,4.222573883611435,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.784113250629313,4.222573883611435,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.788075511244534,4.241446071165522,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.801609342742757,4.241446071165522,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.784113250629313,4.241446071165522,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.793404043806198,4.241446071165522,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.784113250629313,4.291446071165522,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.777699223827325,4.191446071165522,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.786284239109963,4.151205059304601,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.7814105324175,4.143942707918269,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.789441783190977,4.172573883611435,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.789441783190977,4.172573883611435,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.793404043806198,4.191446071165522,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.8069378753044205,4.191446071165522,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.793404043806198,4.241446071165522,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
8,0.0,0.0,1.0,0.0,1.0,0.0,0,2023-12-26 22:39:35,22.0,1.0,26.0,12.0,2023.0,0,1,0.0,2,2.0,0,0,0,0,0,,,0,4,1,1,0,40,0,4.793404043806198,4.172573883611435,10,453,0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,False,False,True,False
